Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C201,100p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,21.336,-182.626,90.0,top
C202,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,17.018,-178.054,90.0,top
C203,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,41.148,-204.724,90.0,top
C204,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,56.134,-179.07,90.0,top
C205,100p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,51.816,-191.516,-90.0,top
C206,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,49.276,-177.8,90.0,top
C207,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,56.134,-203.0465,-90.0,top
C208,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,58.928,-207.1635,-90.0,top
C209,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,47.752,-187.706,90.0,top
C301,10p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,116.4224,-77.846,-90.0,top
C302,10p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,133.1864,-87.1135,90.0,top
C303,10p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,110.0724,-77.846,-90.0,top
C304,10p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,165.3174,-77.846,90.0,top
C305,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,127.4714,-82.164,-90.0,top
C306,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,139.5364,-93.34,90.0,top
C401,10p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,116.446,-121.998,-90.0,top
C402,10p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,133.21,-131.2655,90.0,top
C403,10p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,110.096,-121.998,-90.0,top
C404,10p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,165.341,-121.998,90.0,top
C405,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,127.495,-126.316,-90.0,top
C406,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,139.56,-137.492,90.0,top
C501,10p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,116.446,-166.128,-90.0,top
C502,10p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,133.21,-175.3955,90.0,top
C503,10p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,110.096,-166.128,-90.0,top
C504,10p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,165.341,-166.128,90.0,top
C505,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,127.495,-170.446,-90.0,top
C506,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,139.56,-181.622,90.0,top
C601,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,33.782,-76.962,-90.0,top
C602,220p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,20.828,-75.692,90.0,top
C603,1.2n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,38.862,-104.902,-90.0,top
C604,1.2n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,44.831,-104.902,90.0,top
C605,220p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,49.276,-99.568,-90.0,top
C606,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,69.088,-63.5,-90.0,top
C607,1.2n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,55.118,-116.586,-90.0,top
C608,220p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,31.496,-101.092,-90.0,top
C610,1.2n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,31.75,-116.078,-90.0,top
C612,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,37.657,-83.566,90.0,top
C613,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,37.592,-98.552,90.0,top
C614,220p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,28.448,-116.078,90.0,top
C615,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,49.276,-108.966,90.0,top
C616,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,37.592,-119.888,90.0,top
C701,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,68.58,-75.184,-90.0,top
C702,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,40.132,-67.9185,90.0,top
C801,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,73.152,-92.71,90.0,top
C802,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,55.372,-92.456,90.0,top
C803,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,31.496,-92.583,-90.0,top
C804,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,13.97,-92.456,-90.0,top
C805,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,16.837,-96.3175,90.0,top
C806,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,58.406,-96.364,90.0,top
C901,100p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,229.87,-126.238,90.0,top
C902,10p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,220.726,-103.632,90.0,top
C903,100p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,221.234,-126.0845,90.0,top
C904,10p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,218.186,-126.238,-90.0,top
C905,10p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,212.344,-136.906,-90.0,top
C906,10p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,229.616,-93.726,-90.0,top
C907,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,218.186,-135.382,-90.0,top
C908,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,217.932,-97.79,-90.0,top
C909,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,229.87,-121.412,-90.0,top
C1201,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,9.652,-48.673,-90.0,top
C1202,20p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,26.725,-31.655,90.0,top
C1203,20p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,33.075,-31.655,90.0,top
C1204,20p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,46.029,-47.657,-90.0,top
C1205,1u,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,63.301,-51.975,-90.0,top
C1206,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,66.349,-51.975,-90.0,top
C1207,10n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,69.397,-51.975,-90.0,top
C1208,1.2n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,72.191,-51.975,-90.0,top
C1209,1.2n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,52.379,-31.3005,-90.0,top
C1210,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,24.18,-46.184,90.0,top
C1211,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,40.06,-41.18,-90.0,top
C1301,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,293.425,-87.281,90.0,top
C1302,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,328.985,-84.0825,90.0,top
C1303,1u,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,290.631,-94.647,90.0,top
C1304,1u,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,344.733,-99.0655,-90.0,top
C1305,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,319.841,-83.979,90.0,top
C1306,330n,CP_Elec_4x5.4,271.835,-112.681,-90.0,top
C1307,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,319.587,-91.599,90.0,top
C1308,100n,CP_Elec_4x5.4,284.535,-112.681,-90.0,top
C1401,4.7u,CP_EIA-3216-18_Kemet-A_Pad1.58x1.35mm_HandSolder,305.871,-105.061,90.0,top
C1402,3.9n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,302.569,-105.061,-90.0,top
C1403,560p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,306.379,-109.887,-90.0,top
C1404,10n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,303.331,-117.761,-90.0,top
C1405,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,291.139,-118.777,90.0,top
C1406,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,288.091,-118.777,90.0,top
C1407,3.3n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,309.427,-113.5435,-90.0,top
C1408,10n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,303.331,-113.697,-90.0,top
C1409,560p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,306.379,-117.761,-90.0,top
C1410,10n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,312.475,-109.633,-90.0,top
C1411,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,312.475,-105.4155,90.0,top
C1412,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,291.13,-108.223,-90.0,top
C1413,10u,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,291.139,-112.173,-90.0,top
C1501,4.7u,CP_EIA-3216-18_Kemet-A_Pad1.58x1.35mm_HandSolder,347.273,-104.9605,90.0,top
C1502,3.9n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,343.971,-104.9605,-90.0,top
C1503,560p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,347.781,-109.7865,-90.0,top
C1504,10n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,344.733,-117.6605,-90.0,top
C1505,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,332.541,-118.6765,90.0,top
C1506,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,329.493,-118.6765,90.0,top
C1507,3.3n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,350.829,-113.443,-90.0,top
C1508,10n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,344.733,-113.5965,-90.0,top
C1509,560p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,347.781,-117.6605,-90.0,top
C1510,10n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,353.877,-109.5325,-90.0,top
C1511,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,353.877,-105.315,90.0,top
C1512,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,332.541,-107.9555,-90.0,top
C1513,10u,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,332.541,-111.665,-90.0,top
C1601,10p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,52.379,-138.589,90.0,top
C1602,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,69.94,-167.743,90.0,top
C1603,2.2p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,38.19,-134.977,90.0,top
C1604,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,33.872,-167.997,90.0,top
C1605,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,45.81,-136.755,90.0,top
C1701,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,70.413,-140.113,-90.0,top
C1702,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,64.571,-128.429,-90.0,top
C1703,1u,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,79.303,-140.113,-90.0,top
C1704,1u,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,47.299,-146.463,-90.0,top
C1705,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,65.786,-133.35,180.0,top
C1801,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,24.162,-131.3075,-90.0,top
C1802,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,23.749,-142.24,-90.0,top
C1803,1u,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,20.606,-142.33,90.0,top
C1804,1u,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,32.094,-153.773,90.0,top
C1805,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,25.9315,-151.487,90.0,top
C1901,10p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,322.545,-45.776,90.0,top
C1902,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,340.106,-74.93,90.0,top
C1903,2.2p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,308.356,-42.164,90.0,top
C1904,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,304.038,-75.184,90.0,top
C1905,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,315.976,-43.942,90.0,top
C2001,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,340.579,-47.3,-90.0,top
C2002,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,334.737,-35.616,-90.0,top
C2003,1u,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,349.469,-47.3,-90.0,top
C2004,1u,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,317.465,-53.65,-90.0,top
C2005,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,335.952,-40.537,180.0,top
C2101,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,294.328,-38.4945,-90.0,top
C2102,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,293.915,-49.427,-90.0,top
C2103,1u,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,290.772,-49.517,90.0,top
C2104,1u,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,302.26,-60.96,90.0,top
C2105,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,296.0975,-58.674,90.0,top
C2201,4.7u,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,197.358,-30.734,-90.0,top
C2202,10n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,203.2,-30.734,90.0,top
C2203,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,216.662,-35.56,90.0,top
C2204,330n,CP_Elec_4x5.4,232.41,-29.718,90.0,top
C2205,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,197.358,-25.0455,90.0,top
C2206,100n,CP_Elec_4x5.4,215.646,-29.972,90.0,top
C2207,10u,CP_Elec_4x5.4,221.996,-30.226,90.0,top
C2208,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,197.104,-17.272,-90.0,top
C2209,4.7u,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,194.056,-17.272,-90.0,top
C2301,10p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,256.54,-54.7105,90.0,top
C2302,10p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,240.03,-54.61,90.0,top
C2303,10p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,205.994,-54.61,90.0,top
C2304,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,252.984,-61.722,0.0,top
C2305,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,235.712,-61.468,0.0,top
C2306,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,211.328,-61.722,180.0,top
C2307,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,194.056,-61.722,180.0,top
C2308,10p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,190.5,-54.4565,90.0,top
C2309,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,218.36,-56.5415,-90.0,top
C2401,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,211.8125,-149.606,-90.0,top
C2402,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,234.95,-150.876,-90.0,top
C2403,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,229.297,-157.988,90.0,top
C2404,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,229.235,-146.05,90.0,top
C2501,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,294.386,-125.73,90.0,top
C2502,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,315.976,-125.984,90.0,top
C2503,33n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,289.56,-148.336,90.0,top
C2504,33n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,333.756,-149.352,90.0,top
C2505,33n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,301.498,-148.336,90.0,top
C2506,33n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,322.326,-149.352,90.0,top
C2507,20p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,295.402,-148.336,-90.0,top
C2508,20p,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,328.168,-149.3255,-90.0,top
C2509,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,289.56,-135.128,-90.0,top
C2510,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,322.326,-134.874,-90.0,top
C2511,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,307.639,-146.406,90.0,top
C2601,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,287.528,-173.99,-90.0,top
C2602,4.7u,CP_EIA-3216-18_Kemet-A_Pad1.58x1.35mm_HandSolder,313.69,-161.544,90.0,top
C2603,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,341.884,-173.736,90.0,top
C2604,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,307.848,-170.434,90.0,top
C2701,1u,CP_EIA-3216-18_Kemet-A_Pad1.58x1.35mm_HandSolder,129.54,-50.8,-90.0,top
C2702,3.3u,CP_EIA-3216-18_Kemet-A_Pad1.58x1.35mm_HandSolder,137.414,-50.8,-90.0,top
C2703,33u,CP_EIA-3216-18_Kemet-A_Pad1.58x1.35mm_HandSolder,133.604,-50.8,-90.0,top
C2704,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,110.144,-48.208,90.0,top
C2801,330n,CP_Elec_4x5.4,297.489,-194.215,90.0,top
C2802,22u,CP_Elec_4x5.4,290.885,-185.579,-90.0,top
C2803,100n,CP_Elec_4x5.4,282.249,-185.579,-90.0,top
C2804,100n,CP_Elec_4x5.4,284.281,-194.215,90.0,top
C2805,22u,CP_Elec_4x5.4,273.105,-185.579,-90.0,top
C2807,10u,CP_Elec_4x5.4,321.365,-197.009,-90.0,top
C2808,10u,CP_Elec_4x5.4,351.028,-194.056,-90.0,top
C2809,22u,CP_Elec_4x5.4,325.937,-185.579,-90.0,top
C2811,100n,CP_Elec_4x5.4,317.301,-185.579,-90.0,top
C2812,100n,CP_Elec_4x5.4,334.573,-185.579,-90.0,top
C2815,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,339.145,-194.977,90.0,top
C2901,100n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,39.933,-4.477,90.0,top
C2902,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,274.629,-13.367,90.0,top
C2903,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,50.093,-10.319,-90.0,top
C2904,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,274.375,-7.525,-90.0,top
C2905,100n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,82.351,-4.477,90.0,top
C2906,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,317.047,-13.621,90.0,top
C2907,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,92.003,-11.081,-90.0,top
C2908,470n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,317.047,-7.525,-90.0,top
C2909,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,39.933,-10.4725,90.0,top
C2910,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,261.675,-7.525,90.0,top
C2911,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,81.843,-11.335,90.0,top
C2912,100n,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,303.839,-7.525,90.0,top
