Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R2007,27K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,343.627,-47.3,90.0,top
R2008,27K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,328.387,-47.046,90.0,top
R2009,1K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,346.421,-47.3,-90.0,top
R2010,1K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,325.593,-47.046,-90.0,top
R2101,1M,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,291.28,-38.468,-90.0,top
R2102,1M,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,294.328,-44.437,90.0,top
R2103,10K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,288.74,-66.789,90.0,top
R2104,10K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,279.596,-66.789,90.0,top
R2105,200K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,281.374,-60.2985,90.0,top
R2106,200K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,292.296,-66.789,-90.0,top
R2107,27K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,284.168,-60.402,90.0,top
R2108,27K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,296.106,-62.8385,90.0,top
R2109,1K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,290.772,-54.089,90.0,top
R2110,1K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,299.212,-60.96,90.0,top
R2201,330K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,200.152,-25.146,90.0,top
R2202,75K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,211.582,-30.734,-90.0,top
R2203,20K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,200.152,-30.6305,-90.0,top
R2204,24K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,205.994,-30.734,-90.0,top
R2205,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,189.992,-33.274,0.0,top
R2206,1K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,208.788,-30.734,90.0,top
R2207,20K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,188.468,-21.844,-90.0,top
R2208,20K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,194.31,-21.844,90.0,top
R2209,10K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,197.104,-20.828,-90.0,top
R2210,10K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,191.262,-21.844,90.0,top
R2211,100,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,191.262,-17.272,90.0,top
R2301,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,250.444,-54.61,-90.0,top
R2302,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,259.588,-43.688,-90.0,top
R2303,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,234.442,-54.61,-90.0,top
R2304,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,242.316,-43.434,-90.0,top
R2305,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,212.09,-54.61,-90.0,top
R2306,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,205.232,-43.688,-90.0,top
R2307,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,262.636,-43.688,-90.0,top
R2308,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,245.364,-43.434,-90.0,top
R2309,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,202.184,-43.688,-90.0,top
R2310,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,253.492,-54.61,90.0,top
R2311,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,237.236,-54.61,90.0,top
R2312,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,209.042,-54.61,90.0,top
R2313,1K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,247.396,-54.61,-90.0,top
R2314,1K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,231.648,-54.61,-90.0,top
R2315,1K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,214.884,-54.61,90.0,top
R2316,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,196.342,-54.61,-90.0,top
R2317,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,188.214,-44.45,-90.0,top
R2318,1K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,252.984,-64.516,180.0,top
R2319,1K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,235.712,-64.516,180.0,top
R2320,1K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,211.328,-64.516,0.0,top
R2321,1K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,194.056,-64.516,0.0,top
R2322,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,185.166,-44.45,-90.0,top
R2323,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,193.548,-54.61,90.0,top
R2324,1K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,199.39,-54.61,-90.0,top
R2325,1K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,201.168,-76.962,-90.0,top
R2401,1K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,214.63,-149.606,-90.0,top
R2402,1K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,232.156,-150.876,-90.0,top
R2403,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,217.805,-149.606,90.0,top
R2404,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,229.362,-150.876,90.0,top
R2405,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,214.63,-154.686,-90.0,top
R2406,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,211.836,-154.686,-90.0,top
R2407,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,237.998,-156.464,-90.0,top
R2408,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,240.792,-156.464,90.0,top
R2409,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,217.805,-154.686,-90.0,top
R2410,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,234.95,-156.464,-90.0,top
R2411,1K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,220.726,-154.686,90.0,top
R2412,1K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,232.156,-156.464,90.0,top
R2413,10K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,184.404,-177.8,-90.0,top
R2414,10K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,184.404,-163.83,-90.0,top
R2415,10K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,262.382,-177.546,-90.0,top
R2416,10K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,262.128,-163.576,-90.0,top
R2501,1M,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,291.084,-125.73,90.0,top
R2502,1M,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,319.024,-125.984,90.0,top
R2503,200K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,297.434,-125.73,90.0,top
R2504,200K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,312.674,-125.984,90.0,top
R2505,2.2K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,304.546,-148.336,-90.0,top
R2506,6.8K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,295.402,-143.51,90.0,top
R2507,2.2K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,319.405,-149.3285,-90.0,top
R2508,6.8K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,336.55,-149.2485,-90.0,top
R2509,2.2K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,292.608,-148.336,-90.0,top
R2510,6.8K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,298.5535,-148.336,-90.0,top
R2511,2.2K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,330.962,-149.352,-90.0,top
R2512,6.8K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,325.247,-149.352,-90.0,top
R2513,1K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,292.608,-134.874,90.0,top
R2514,1K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,319.278,-134.62,90.0,top
R2515,200K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,286.258,-134.874,90.0,top
R2516,200K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,325.628,-134.62,90.0,top
R2601,1M,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,284.226,-174.1405,-90.0,top
R2602,200K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,290.576,-174.244,-90.0,top
R2603,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,329.438,-173.736,-90.0,top
R2604,20K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,332.486,-173.736,-90.0,top
R2605,1K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,310.388,-162.323,90.0,top
R2606,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,297.942,-174.244,-90.0,top
R2607,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,326.39,-173.736,90.0,top
R2608,10K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,316.992,-162.4095,90.0,top
R2609,20K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,300.99,-174.244,90.0,top
R2610,20K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,323.342,-173.736,-90.0,top
R2611,1K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,338.836,-173.736,-90.0,top
R2612,200K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,345.186,-173.736,-90.0,top
R2701,100K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,98.298,-52.07,-90.0,top
R2702,1K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,94.996,-47.752,90.0,top
R2703,10K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,98.298,-47.752,90.0,top
R2704,1K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,162.814,-47.498,90.0,top
R2801,10K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,327.207,-194.977,-90.0,top
R2802,10K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,327.207,-199.041,-90.0,top
R2803,10K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,339.145,-200.819,90.0,top
R2804,10K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,341.939,-200.819,-90.0,top
R2805,10,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,330.255,-192.945,90.0,top
R2806,10,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,342.447,-194.977,90.0,top
R2901,1M,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,36.885,-4.731,90.0,top
R2902,1M,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,277.677,-13.621,90.0,top
R2903,1M,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,43.235,-4.477,90.0,top
R2904,200K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,271.327,-13.367,-90.0,top
R2905,3.3K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,46.283,-4.477,90.0,top
R2906,3.3K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,271.327,-7.525,-90.0,top
R2907,200K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,53.141,-10.573,90.0,top
R2908,200K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,277.677,-7.525,90.0,top
R2909,1M,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,79.049,-4.731,90.0,top
R2910,1M,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,320.349,-13.621,90.0,top
R2911,1M,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,85.399,-4.731,90.0,top
R2912,200K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,313.745,-13.621,-90.0,top
R2913,3.3K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,88.193,-4.731,90.0,top
R2914,3.3K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,313.745,-7.525,-90.0,top
R2915,200K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,95.051,-11.335,90.0,top
R2916,200K,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,320.349,-7.525,90.0,top
RL2401,G2RL-2-DC5,Relay_Fujitsu_FTR-B3S,223.52,-202.315,0.0,top
RL2402,G2RL-2-DC5,Relay_Fujitsu_FTR-B3S,223.52,-182.122,0.0,top
RV201,100K,Potentiometer_Bourns_3314J_Vertical,20.32,-198.12,90.0,top
RV202,1K,Potentiometer_Bourns_3314J_Vertical,41.148,-199.644,90.0,top
RV203,1K,Potentiometer_Bourns_3314J_Vertical,58.928,-198.628,90.0,top
RV204,100K,Potentiometer_Bourns_3314J_Vertical,63.754,-191.77,-90.0,top
RV301,B100K,V2_TRIM_R0904NB10KL-25KQ-,104.0018,-103.8618,0.0,bottom
RV302,B100K,V2_TRIM_R0904NB10KL-25KQ-,145.5764,-103.858,0.0,bottom
RV303,B100K,V2_TRIM_R0904NB10KL-25KQ-,121.35,-109.85,0.0,bottom
RV304,B100K,V2_TRIM_R0904NB10KL-25KQ-,162.8864,-109.858,0.0,bottom
RV401,B100K,V2_TRIM_R0904NB10KL-25KQ-,104.0254,-148.0138,0.0,bottom
RV402,B100K,V2_TRIM_R0904NB10KL-25KQ-,145.6,-148.01,0.0,bottom
RV403,B100K,V2_TRIM_R0904NB10KL-25KQ-,121.3736,-154.002,0.0,bottom
RV404,B100K,V2_TRIM_R0904NB10KL-25KQ-,162.91,-154.01,0.0,bottom
RV501,B100K,V2_TRIM_R0904NB10KL-25KQ-,104.0254,-192.1438,0.0,bottom
RV502,B100K,V2_TRIM_R0904NB10KL-25KQ-,145.6,-192.14,0.0,bottom
RV503,B100K,V2_TRIM_R0904NB10KL-25KQ-,121.3736,-198.132,0.0,bottom
RV504,B100K,V2_TRIM_R0904NB10KL-25KQ-,162.91,-198.14,0.0,bottom
RV801,B100K,V2_TRIM_R0904NB10KL-25KQ-,72.88,-105.12,0.0,bottom
RV802,B100K,V2_TRIM_R0904NB10KL-25KQ-,55.575,-105.125,0.0,bottom
RV803,B100K,V2_TRIM_R0904NB10KL-25KQ-,31.33,-105.11,0.0,bottom
RV804,B100K,V2_TRIM_R0904NB10KL-25KQ-,14.11,-105.12,0.0,bottom
RV901,100K,Potentiometer_Bourns_3314J_Vertical,203.454,-136.652,90.0,top
RV902,1K,Potentiometer_Bourns_3314J_Vertical,203.2,-108.712,90.0,top
RV903,100K,Potentiometer_Bourns_3314J_Vertical,244.094,-136.398,-90.0,top
RV904,1K,Potentiometer_Bourns_3314J_Vertical,245.11,-108.712,90.0,top
RV1201,A100K,V2_TRIM_R0904NB10KL-25KQ-,31.279,-41.161,0.0,bottom
RV1601,A100K,V2_TRIM_R0904NB10KL-25KQ-,72.825,-148.155,0.0,bottom
RV1602,A100K,V2_TRIM_R0904NB10KL-25KQ-,55.515,-148.155,0.0,bottom
RV1603,B100K,V2_TRIM_R0904NB10KL-25KQ-,31.274,-140.95,0.0,bottom
RV1901,A100K,V2_TRIM_R0904NB10KL-25KQ-,342.991,-55.342,0.0,bottom
RV1902,A100K,V2_TRIM_R0904NB10KL-25KQ-,325.681,-55.342,0.0,bottom
RV1903,B100K,V2_TRIM_R0904NB10KL-25KQ-,301.44,-48.137,0.0,bottom
RV2301,B100K,V2_TRIM_R0904NB10KL-25KQ-,252.96,-63.181,0.0,bottom
RV2302,B100K,V2_TRIM_R0904NB10KL-25KQ-,235.65,-63.181,0.0,bottom
RV2303,B100K,V2_TRIM_R0904NB10KL-25KQ-,211.4,-63.181,0.0,bottom
RV2304,B100K,V2_TRIM_R0904NB10KL-25KQ-,194.08,-63.181,0.0,bottom
RV2501,B10K,V2_TRIM_R0904NB10KL-25KQ-,301.424,-136.104,0.0,bottom
RV2502,B10K,V2_TRIM_R0904NB10KL-25KQ-,342.985,-136.105,0.0,bottom
RV2701,B100K,V2_TRIM_R0904NB10KL-25KQ-,121.35,-41.17,0.0,bottom
RV2702,B100K,V2_TRIM_R0904NB10KL-25KQ-,145.6,-41.16,0.0,bottom
SW1701,SW_DIP_x02,SW_DIP_SPSTx02_Slide_9.78x7.26mm_W7.62mm_P2.54mm,55.519,-162.753,90.0,bottom
SW1801,SW_DIP_x02,SW_DIP_SPSTx02_Slide_9.78x7.26mm_W7.62mm_P2.54mm,13.963,-162.7535,90.0,bottom
SW2001,SW_DIP_x02,SW_DIP_SPSTx02_Slide_9.78x7.26mm_W7.62mm_P2.54mm,325.685,-69.94,90.0,bottom
SW2101,SW_DIP_x02,SW_DIP_SPSTx02_Slide_9.78x7.26mm_W7.62mm_P2.54mm,284.129,-69.9405,90.0,bottom
SW2301,SW_DIP_x08,SW_DIP_SPSTx08_Slide_9.78x22.5mm_W7.62mm_P2.54mm,223.525,-77.981,90.0,bottom
SW2701,SW_DIP_x02,SW_DIP_SPSTx02_Slide_9.78x7.26mm_W7.62mm_P2.54mm,133.55,-41.96,90.0,bottom
U201,LM13700,SOIC-16_3.9x9.9mm_P1.27mm,50.024,-200.348,0.0,top
U202,TL972,SOIC-8_3.9x4.9mm_P1.27mm,41.91,-190.5,0.0,top
U203,TL072,SOIC-8_3.9x4.9mm_P1.27mm,43.434,-180.594,0.0,top
U301,OPA4991,SOIC-14_3.9x8.7mm_P1.27mm,133.4989,-80.386,0.0,top
U302,TL072,SOIC-8_3.9x4.9mm_P1.27mm,133.4404,-96.134,0.0,top
U401,OPA4991,SOIC-14_3.9x8.7mm_P1.27mm,133.5225,-124.538,0.0,top
U402,TL072,SOIC-8_3.9x4.9mm_P1.27mm,133.464,-140.286,0.0,top
U501,OPA4991,SOIC-14_3.9x8.7mm_P1.27mm,133.5225,-168.668,0.0,top
U502,TL072,SOIC-8_3.9x4.9mm_P1.27mm,133.464,-184.416,0.0,top
U601,TL074,SOIC-14_3.9x8.7mm_P1.27mm,43.499,-82.804,0.0,top
U602,TL074,SOIC-14_3.9x8.7mm_P1.27mm,43.434,-97.536,0.0,top
U603,SSI2164,SOIC-16_3.9x9.9mm_P1.27mm,43.434,-114.3,0.0,top
U701,OPA4991,SOIC-14_3.9x8.7mm_P1.27mm,45.974,-67.056,0.0,top
U702,TL972,SOIC-8_3.9x4.9mm_P1.27mm,62.708,-77.856,0.0,top
U801,TL074,SOIC-14_3.9x8.7mm_P1.27mm,64.262,-95.504,0.0,top
U802,TL074,SOIC-14_3.9x8.7mm_P1.27mm,22.606,-95.504,0.0,top
U901,OPA4991,SOIC-14_3.9x8.7mm_P1.27mm,223.774,-96.774,0.0,top
U902,OPA4991,SOIC-14_3.9x8.7mm_P1.27mm,223.774,-134.366,0.0,top
U903,LM13700,SOIC-16_3.9x9.9mm_P1.27mm,223.774,-118.618,0.0,top
U1201,TL072,SOIC-8_3.9x4.9mm_P1.27mm,18.343,-48.927,0.0,top
U1202,TL074,SOIC-14_3.9x8.7mm_P1.27mm,45.775,-40.545,0.0,top
U1301,TL072,SOIC-8_3.9x4.9mm_P1.27mm,313.745,-86.773,0.0,top
U1302,TL972,SOIC-8_3.9x4.9mm_P1.27mm,313.745,-94.647,0.0,top
U1303,L78L05_SOT89,SOT-89-3,277.677,-113.443,-90.0,top
U1401,PT2399,SOP-16_3.9x9.9mm_P1.27mm,296.981,-113.443,0.0,top
U1501,PT2399,SOP-16_3.9x9.9mm_P1.27mm,338.383,-113.3425,0.0,top
U1601,TL072,SOIC-8_3.9x4.9mm_P1.27mm,43.27,-141.327,0.0,top
U1701,TL072,SOIC-8_3.9x4.9mm_P1.27mm,64.262,-138.43,0.0,top
U1801,TL072,SOIC-8_3.9x4.9mm_P1.27mm,19.844,-154.2545,0.0,top
U1901,TL072,SOIC-8_3.9x4.9mm_P1.27mm,313.436,-48.514,0.0,top
U2001,TL072,SOIC-8_3.9x4.9mm_P1.27mm,334.428,-45.617,0.0,top
U2101,TL072,SOIC-8_3.9x4.9mm_P1.27mm,290.01,-61.4415,0.0,top
U2201,TL072,SOIC-8_3.9x4.9mm_P1.27mm,191.516,-27.94,0.0,top
U2202,StompLFO,DIP-8_W7.62mm,223.52,-40.64,0.0,top
U2203,L78L05_SOT89,SOT-89-3,227.33,-30.226,90.0,top
U2301,MCP6004,SOIC-14_3.9x8.7mm_P1.27mm,224.028,-55.626,0.0,top
U2401,TL072,SOIC-8_3.9x4.9mm_P1.27mm,223.52,-149.225,0.0,top
U2402,4013,SOIC-14_3.9x8.7mm_P1.27mm,223.455,-162.814,0.0,top
U2501,TL074,SOIC-14_3.9x8.7mm_P1.27mm,313.436,-147.32,0.0,top
U2601,TL074,SOIC-14_3.9x8.7mm_P1.27mm,313.69,-171.196,0.0,top
U2701,TL972,SOIC-8_3.9x4.9mm_P1.27mm,104.14,-51.054,0.0,top
U2801,L78L05_SOT89,SOT-89-3,290.885,-194.469,90.0,top
U2802,TL972,SOIC-8_3.9x4.9mm_P1.27mm,333.303,-197.771,0.0,top
